EXT1 I am the life of the party.,EXT2 I talk a lot.,EXT3 I feel comfortable around people.,EXT4 I don't keep in the background.,EXT5 I start conversations.,EXT6 I have a lot to say.,EXT7 I talk to a lot of different people at parties.,EXT8 I don't like to draw attention to myself.,EXT9 I don't mind being the center of attention.,EXT10 I am noisy around strangers.,,Age,Gender,birthorder,birthnum,Extroversion,birthorderratio
3,4,3,3,4,4,3,2,4,1,,42,2,2,2,3.1,1
1,1,2,1,2,1,1,2,4,0,,25,1,1,2,1.5,0.5
2,0,4,3,2,3,2,1,2,1,,54,1,4,4,2,1
3,4,0,2,4,4,3,2,4,2,,54,2,1,3,2.8,0.333333333
1,2,2,1,2,2,2,4,1,0,,30,1,2,2,1.7,1
1,2,4,1,4,3,2,4,1,1,,60,2,4,4,2.3,1
3,2,2,2,3,2,2,4,5,3,,32,1,3,4,2.8,0.75
4,4,5,4,2,4,4,0,5,3,,59,2,3,6,3.5,0.5
1,1,1,0,3,3,1,2,1,0,,21,1,1,2,1.3,0.5
3,3,2,2,3,3,2,2,2,3,,18,2,1,3,2.5,0.333333333
2,4,3,1,3,4,1,0,2,2,,28,2,3,3,2.2,1
1,1,1,0,1,2,2,0,2,0,,24,2,2,5,1,0.4
4,4,5,3,5,4,4,4,5,4,,34,2,1,7,4.2,0.142857143
1,3,2,1,4,2,3,3,2,1,,21,1,2,2,2.2,1
3,4,2,2,5,4,1,4,5,1,,33,2,1,3,3.1,0.333333333
3,4,3,2,5,2,3,0,5,0,,37,2,1,3,2.7,0.333333333
5,4,5,3,5,4,4,2,5,0,,15,2,1,2,3.7,0.5
3,1,2,1,2,3,1,1,3,0,,35,2,1,4,1.7,0.25
3,2,4,2,4,3,2,1,2,1,,25,2,2,2,2.4,1
1,0,2,0,1,1,1,0,1,1,,29,1,1,2,0.8,0.5
4,4,4,3,4,3,4,3,5,2,,37,2,1,5,3.6,0.2
1,0,2,0,2,0,2,1,1,0,,23,2,2,2,0.9,1
3,4,4,2,4,3,5,2,4,2,,26,2,3,4,3.3,0.75
2,1,4,1,2,3,1,1,1,1,,21,1,1,3,1.7,0.333333333
4,2,4,1,4,4,2,1,3,2,,19,2,3,3,2.7,1
4,4,5,4,4,4,5,1,4,3,,20,2,1,3,3.8,0.333333333
2,3,3,2,3,3,2,1,4,2,,21,1,1,2,2.5,0.5
4,4,4,2,4,4,4,2,5,3,,21,1,2,3,3.6,0.666666667
4,1,1,3,5,4,5,1,4,3,,18,1,1,2,3.1,0.5
3,2,2,0,5,4,1,0,1,2,,28,1,1,2,2,0.5
2,2,2,1,2,1,1,1,1,0,,59,1,3,5,1.3,0.6
3,2,2,2,3,0,2,0,4,3,,25,1,1,1,2.1,1
1,4,4,1,5,4,3,0,1,1,,22,1,1,2,2.4,0.5
3,4,3,3,3,4,3,2,4,2,,22,2,2,2,3.1,1
1,0,1,0,1,1,1,0,1,0,,20,2,1,2,0.6,0.5
4,4,2,2,5,2,5,2,5,3,,19,0,3,3,3.4,1
5,4,5,2,5,2,1,3,5,1,,21,1,4,4,3.3,1
2,1,2,0,2,1,2,0,2,0,,22,1,1,2,1.2,0.5
1,3,1,1,3,1,5,1,3,0,,15,1,2,3,1.9,0.666666667
1,0,1,1,2,0,1,1,1,0,,16,2,2,3,0.8,0.666666667
2,2,4,3,4,3,2,2,2,1,,34,2,1,3,2.5,0.333333333
2,3,5,3,5,4,5,1,2,2,,17,2,2,2,3.2,1
4,2,5,1,3,2,4,0,1,1,,37,2,2,3,2.3,0.666666667
2,3,4,2,3,4,1,2,2,1,,27,1,2,5,2.4,0.4
5,4,5,0,5,4,5,4,5,4,,30,2,1,6,4.1,0.166666667
4,2,4,3,4,2,5,1,5,1,,21,2,3,6,3.1,0.5
1,2,3,2,4,1,2,3,2,2,,23,1,2,3,2.2,0.666666667
5,4,5,4,4,4,4,4,5,3,,27,1,3,4,4.2,0.75
1,4,4,3,4,4,2,3,4,2,,23,2,1,2,3.1,0.5
1,1,2,1,2,1,1,1,2,0,,18,1,1,2,1.2,0.5
2,3,3,1,4,3,4,0,4,0,,18,2,1,1,2.4,1
1,2,1,1,1,4,1,1,2,1,,29,2,1,1,1.5,1
1,4,2,3,4,3,1,3,4,3,,16,2,3,3,2.8,1
3,2,3,2,3,2,3,2,3,2,,42,1,3,3,2.5,1
3,2,4,1,3,3,2,1,3,1,,23,2,2,3,2.3,0.666666667
3,2,4,2,5,4,4,3,5,3,,44,2,2,10,3.5,0.2
4,2,4,1,4,4,5,0,2,2,,21,1,3,4,2.8,0.75
2,2,4,1,4,1,4,1,4,3,,19,2,1,2,2.6,0.5
3,1,2,1,2,3,2,1,2,0,,21,1,2,3,1.7,0.666666667
2,3,3,3,4,3,4,1,3,1,,47,2,2,2,2.7,1
1,1,2,0,2,3,1,4,1,0,,36,1,1,1,1.5,1
4,1,4,1,4,1,2,3,4,0,,20,2,1,2,2.4,0.5
1,2,2,0,3,1,1,0,2,0,,30,2,2,4,1.2,0.5
3,1,4,1,2,3,3,3,3,1,,25,1,1,3,2.4,0.333333333
2,3,5,2,4,4,4,2,4,1,,22,1,2,2,3.1,1
3,1,3,0,3,2,3,1,2,0,,22,2,2,2,1.8,1
3,3,3,2,4,3,3,3,3,0,,19,2,1,2,2.7,0.5
2,3,4,2,3,3,3,1,2,1,,16,2,1,1,2.4,1
1,1,2,3,1,2,1,3,4,1,,40,1,1,1,1.9,1
3,4,5,2,1,2,2,0,2,0,,19,2,7,10,2.1,0.7
5,4,5,4,5,4,5,4,5,4,,26,1,1,1,4.5,1
1,2,2,2,3,3,2,3,4,1,,36,2,1,2,2.3,0.5
2,4,2,3,5,4,4,1,1,3,,28,2,1,4,2.9,0.25
2,0,3,0,3,1,3,0,2,1,,28,1,1,2,1.5,0.5
2,2,3,1,3,3,2,1,2,1,,37,2,2,2,2,1
1,0,2,0,2,2,1,1,2,0,,18,1,4,4,1.1,1
4,4,4,3,4,3,4,3,4,3,,24,2,1,3,3.6,0.333333333
1,1,2,0,4,3,3,1,3,0,,18,1,1,2,1.8,0.5
4,3,4,4,4,4,4,1,4,3,,27,2,3,3,3.5,1
3,2,4,0,4,3,3,3,2,2,,45,2,3,4,2.6,0.75
4,0,2,1,2,0,1,1,4,0,,29,1,2,3,1.5,0.666666667
2,2,3,2,3,3,2,2,3,1,,34,2,1,4,2.3,0.25
3,4,4,3,5,4,5,3,4,4,,23,1,3,4,3.9,0.75
4,4,4,3,4,4,4,1,2,3,,29,1,1,1,3.3,1
3,4,2,3,4,4,5,3,4,2,,40,1,1,2,3.4,0.5
1,1,2,1,2,3,1,2,3,1,,19,1,4,4,1.7,1
1,2,3,0,2,1,1,1,1,0,,17,2,2,2,1.2,1
3,2,0,0,4,2,2,0,2,2,,33,2,5,5,1.7,1
1,2,3,1,2,3,2,1,2,1,,17,2,1,2,1.8,0.5
1,1,1,0,1,2,1,4,1,0,,17,3,5,5,1.2,1
4,2,4,1,4,2,3,1,3,2,,27,2,1,2,2.6,0.5
3,4,3,0,4,4,5,4,5,0,,27,1,4,4,3.2,1
4,2,2,1,1,3,1,3,4,0,,17,1,2,2,2.1,1
4,4,5,4,5,4,5,4,5,3,,31,1,2,3,4.3,0.666666667
2,1,2,0,2,4,1,1,4,1,,25,1,6,7,1.8,0.857142857
2,3,4,2,2,3,2,2,3,2,,44,2,1,2,2.5,0.5
2,3,2,2,5,4,4,3,5,2,,21,1,1,3,3.2,0.333333333
3,4,3,3,4,3,4,2,4,2,,33,1,1,2,3.2,0.5
1,3,3,2,1,2,2,2,5,0,,18,2,3,4,2.1,0.75
2,3,2,1,4,3,1,1,2,0,,17,2,2,2,1.9,1
1,2,2,1,2,3,1,2,3,0,,22,2,2,2,1.7,1
4,4,5,4,5,4,5,4,5,4,,55,2,1,3,4.4,0.333333333
4,4,5,3,5,4,5,3,5,4,,18,1,1,2,4.2,0.5
3,1,4,1,2,2,3,1,4,1,,32,1,1,3,2.2,0.333333333
4,4,5,4,5,4,5,4,5,3,,28,2,3,5,4.3,0.6
4,4,4,2,5,4,5,3,1,3,,23,2,2,2,3.5,1
1,0,2,1,3,0,2,2,5,0,,19,2,1,2,1.6,0.5
5,2,3,2,2,3,4,2,4,1,,15,2,3,3,2.8,1
3,2,4,0,4,4,5,4,1,4,,42,1,1,4,3.1,0.25
2,1,4,0,3,3,1,0,2,0,,44,1,4,4,1.6,1
3,2,3,1,4,2,2,1,1,1,,20,2,3,3,2,1
2,1,5,1,3,1,2,1,2,1,,30,2,2,2,1.9,1
1,0,1,0,1,0,1,0,1,0,,18,1,2,3,0.5,0.666666667
2,2,1,1,3,3,1,1,3,1,,20,1,2,2,1.8,1
3,3,3,2,3,4,2,1,3,2,,30,1,3,3,2.6,1
3,2,4,2,5,4,5,3,2,3,,37,2,2,2,3.3,1
3,2,4,3,4,3,4,1,2,2,,44,2,1,2,2.8,0.5
3,3,3,3,4,2,4,2,2,2,,25,2,2,3,2.8,0.666666667
3,4,3,2,3,2,1,1,4,1,,28,2,4,4,2.4,1
3,2,2,3,4,2,4,2,4,1,,15,2,2,3,2.7,0.666666667
1,2,1,1,1,4,1,1,2,1,,19,2,1,4,1.5,0.25
3,1,3,1,2,2,2,1,2,1,,59,2,1,2,1.8,0.5
4,4,4,4,4,4,2,3,5,3,,26,2,1,2,3.7,0.5
1,1,2,2,2,3,1,1,4,0,,17,1,1,2,1.7,0.5
1,1,2,0,2,3,1,2,5,0,,21,2,1,2,1.7,0.5
4,1,4,1,2,3,2,4,2,1,,71,1,2,3,2.4,0.666666667
3,2,2,2,4,4,4,2,4,3,,44,2,1,2,3,0.5
1,2,2,1,4,3,4,3,4,2,,34,1,4,4,2.6,1
1,1,2,0,2,3,1,0,1,0,,36,2,3,7,1.1,0.428571429
4,4,3,2,4,3,5,1,4,1,,27,2,1,4,3.1,0.25
2,2,2,1,2,2,2,0,2,0,,31,1,1,2,1.5,0.5
5,4,4,2,5,1,5,2,3,1,,22,2,1,1,3.2,1
1,0,1,2,1,0,1,1,3,0,,18,1,1,1,1,1
3,3,4,0,0,1,3,0,3,1,,43,1,1,2,1.8,0.5
2,2,3,2,4,3,3,3,2,3,,31,2,1,2,2.7,0.5
4,2,4,1,2,3,1,0,2,1,,13,2,4,4,2,1
4,4,3,4,3,4,1,3,5,0,,31,2,2,2,3.1,1
2,0,3,1,1,1,3,1,4,0,,19,1,2,2,1.6,1
5,2,2,3,4,2,4,3,2,3,,34,2,2,4,3,0.5
2,2,2,2,3,3,2,2,4,1,,15,2,1,2,2.3,0.5
2,3,2,3,2,3,4,1,1,3,,43,1,3,3,2.4,1
1,2,2,2,3,3,1,1,4,0,,20,1,1,2,1.9,0.5
4,3,4,3,4,4,5,3,3,3,,32,1,2,2,3.6,1
2,2,4,1,2,1,2,1,2,0,,17,2,1,1,1.7,1
1,3,2,0,1,4,1,1,2,0,,40,1,1,2,1.5,0.5
1,1,2,2,2,3,1,1,4,0,,17,1,1,2,1.7,0.5
2,2,5,2,5,4,5,2,3,2,,42,2,1,2,3.2,0.5
3,4,3,1,4,3,4,1,2,1,,27,2,1,2,2.6,0.5
1,3,2,2,3,3,2,0,1,0,,51,1,1,2,1.7,0.5
1,0,2,0,1,1,1,0,1,0,,27,2,2,4,0.7,0.5
3,4,4,4,5,3,2,3,4,1,,19,3,1,2,3.3,0.5
5,4,4,3,5,4,4,3,5,3,,20,1,2,8,4,0.25
5,4,5,4,5,4,5,4,5,4,,24,2,1,3,4.5,0.333333333
2,2,2,2,3,2,1,0,1,1,,20,1,3,3,1.6,1
1,4,4,3,4,4,4,3,4,1,,63,2,3,4,3.2,0.75
3,0,4,1,4,4,1,0,2,0,,25,2,3,4,1.9,0.75
2,1,2,0,1,0,2,0,4,0,,18,1,1,1,1.2,1
1,2,2,0,1,4,1,0,2,0,,16,2,1,1,1.3,1
5,2,3,2,3,3,4,1,3,2,,17,2,1,2,2.8,0.5
2,2,4,3,3,3,3,2,3,2,,42,2,1,2,2.7,0.5
3,4,3,3,4,4,3,2,3,3,,24,2,9,10,3.2,0.9
3,4,5,4,3,4,5,2,2,2,,37,2,1,5,3.4,0.2
3,3,5,2,4,4,3,2,2,0,,19,2,1,2,2.8,0.5
4,3,3,2,5,3,4,2,5,2,,17,2,2,4,3.3,0.5
2,0,3,2,4,3,1,0,4,0,,18,1,7,9,1.9,0.777777778
3,1,2,3,2,1,1,1,1,1,,22,1,2,2,1.6,1
4,3,2,1,2,1,1,1,5,0,,17,1,1,1,2,1
4,4,4,4,4,3,3,3,4,3,,18,1,1,2,3.6,0.5
1,1,3,1,1,2,2,1,3,0,,22,1,2,2,1.5,1
2,1,1,1,2,4,4,0,5,1,,24,1,2,3,2.1,0.666666667
1,1,2,1,3,3,2,0,1,0,,20,1,2,2,1.4,1
2,0,2,0,1,0,1,0,1,0,,27,1,1,2,0.7,0.5
5,4,3,4,4,3,4,3,4,3,,18,2,2,2,3.7,1
4,3,1,1,2,3,1,1,4,0,,20,2,1,1,2,1
4,4,4,3,3,4,4,3,5,1,,23,1,2,2,3.5,1
4,4,3,3,4,2,4,2,3,1,,22,2,3,3,3,1
5,4,5,3,5,4,5,3,4,4,,26,3,3,4,4.2,0.75
5,4,5,2,5,4,5,1,5,2,,34,2,3,4,3.8,0.75
2,0,4,1,3,1,3,1,3,1,,39,2,2,4,1.9,0.5
4,4,5,2,5,4,5,2,4,3,,35,1,1,2,3.8,0.5
3,4,3,3,3,4,3,2,3,3,,27,1,4,4,3.1,1
4,4,3,2,3,4,2,2,3,2,,34,2,1,2,2.9,0.5
2,3,2,3,5,4,3,3,3,3,,19,1,2,2,3.1,1
2,2,2,1,4,3,1,1,2,1,,25,2,1,6,1.9,0.166666667
2,3,2,1,3,3,2,1,2,1,,44,1,1,4,2,0.25
3,2,4,1,3,2,4,2,4,1,,19,2,2,2,2.6,1
4,3,1,4,3,4,2,4,4,0,,25,2,1,2,2.9,0.5
5,4,5,4,5,3,5,1,4,3,,54,1,1,2,3.9,0.5
1,0,2,2,1,0,1,1,5,0,,25,1,10,11,1.3,0.909090909
1,2,2,0,1,1,1,0,1,0,,21,1,1,2,0.9,0.5
3,2,4,2,4,3,3,1,3,2,,20,2,3,4,2.7,0.75
3,3,3,1,3,2,3,1,2,2,,20,2,3,6,2.3,0.5
1,2,2,1,3,2,2,1,3,2,,58,2,3,4,1.9,0.75
3,1,5,1,3,4,3,2,3,2,,21,2,2,3,2.7,0.666666667
3,4,5,3,4,4,4,3,5,4,,48,1,1,2,3.9,0.5
1,1,3,2,4,2,2,1,4,1,,52,2,2,3,2.1,0.666666667
5,4,4,4,5,4,5,1,5,3,,28,2,1,1,4,1
1,3,2,2,2,4,1,2,1,2,,23,1,1,2,2,0.5
3,4,5,3,4,4,3,5,5,3,,17,1,1,1,3.9,1
1,0,1,0,2,0,2,0,1,0,,45,1,3,3,0.7,1
4,4,4,3,4,4,3,3,4,3,,17,2,2,6,3.6,0.333333333
1,0,5,4,5,4,5,2,5,2,,41,2,1,2,3.3,0.5
5,4,5,4,5,3,0,3,4,3,,19,1,2,4,3.6,0.5
4,2,5,2,5,3,5,4,2,3,,55,2,1,1,3.5,1
1,4,3,3,5,4,1,2,3,4,,47,2,1,2,3,0.5
3,2,5,3,4,3,2,1,4,0,,14,2,1,1,2.7,1
1,2,4,2,4,1,1,0,3,2,,20,2,1,3,2,0.333333333
1,4,3,4,4,4,1,4,5,2,,40,2,2,2,3.2,1
4,2,5,3,3,3,4,3,4,2,,31,2,1,2,3.3,0.5
3,2,2,1,3,3,4,1,4,2,,23,2,2,2,2.5,1
1,0,1,0,1,1,1,0,1,0,,25,2,1,3,0.6,0.333333333
1,1,1,1,2,3,1,4,1,0,,36,2,4,4,1.5,1
1,3,2,1,2,1,2,1,1,0,,30,2,1,2,1.4,0.5
2,1,3,1,2,2,2,1,3,1,,49,1,2,3,1.8,0.666666667
2,2,1,1,4,4,1,1,3,1,,19,2,1,4,2,0.25
3,3,4,1,1,3,5,0,4,1,,60,1,3,5,2.5,0.6
4,4,4,4,5,4,5,4,5,4,,31,1,1,1,4.3,1
3,3,4,4,4,4,4,3,4,2,,32,2,1,2,3.5,0.5
3,1,3,1,3,2,1,0,2,0,,36,2,2,2,1.6,1
4,3,4,1,5,4,5,1,2,3,,22,1,2,2,3.2,1
2,2,3,2,4,4,3,2,3,2,,28,1,1,1,2.7,1
3,3,4,4,5,3,4,2,4,1,,62,2,3,6,3.3,0.5
1,0,1,0,1,0,1,0,1,0,,19,1,1,2,0.5,0.5
1,1,3,0,3,1,2,0,2,0,,18,2,4,5,1.3,0.8
5,3,2,1,4,3,2,2,4,2,,28,1,1,3,2.8,0.333333333
3,3,4,2,3,3,1,3,4,1,,20,1,2,3,2.7,0.666666667
1,3,2,3,4,3,2,2,3,2,,26,2,2,2,2.5,1
2,2,4,1,3,3,3,1,2,0,,15,2,1,2,2.1,0.5
2,1,2,1,3,0,2,0,3,0,,14,2,1,1,1.4,1
4,3,4,3,5,4,4,1,5,1,,20,1,1,2,3.4,0.5
3,4,2,3,5,4,1,2,4,1,,66,2,2,2,2.9,1
2,2,3,3,3,3,1,1,2,0,,37,2,2,6,2,0.333333333
4,3,4,4,4,2,4,3,4,4,,33,2,1,2,3.6,0.5
3,4,5,2,5,4,5,4,4,2,,27,2,1,3,3.8,0.333333333
5,4,4,3,5,4,5,3,4,3,,38,2,1,2,4,0.5
3,3,4,2,4,3,4,3,5,3,,15,1,4,4,3.4,1
3,2,2,3,3,3,1,0,1,1,,37,1,1,2,1.9,0.5
1,2,3,2,4,1,2,0,1,3,,39,2,1,2,1.9,0.5
3,3,3,3,3,2,3,3,4,1,,38,2,2,2,2.8,1
1,0,3,0,3,4,1,0,1,0,,74,2,4,5,1.3,0.8
2,3,2,1,4,4,5,1,2,1,,18,2,1,2,2.5,0.5
2,0,2,0,1,1,1,0,1,0,,19,2,1,2,0.8,0.5
1,0,3,0,1,0,1,0,1,0,,20,2,2,2,0.7,1
1,2,3,2,3,1,2,1,2,0,,21,2,3,3,1.7,1
3,3,5,2,4,1,4,4,5,1,,17,2,3,3,3.2,1
3,3,4,2,4,3,3,3,3,3,,35,2,1,2,3.1,0.5
1,4,2,0,3,3,2,0,1,1,,40,2,1,2,1.7,0.5
2,3,4,1,2,3,1,2,4,2,,35,1,1,3,2.4,0.333333333
2,3,5,1,2,3,2,4,2,1,,31,2,3,4,2.5,0.75
2,3,3,3,3,4,1,4,4,1,,33,1,1,1,2.8,1
3,2,5,1,5,2,3,0,2,1,,24,1,3,3,2.4,1
1,1,2,1,4,2,1,1,2,1,,25,1,1,2,1.6,0.5
5,4,5,4,5,4,5,3,5,3,,27,1,1,3,4.3,0.333333333
3,3,4,2,4,3,1,1,1,1,,29,2,1,3,2.3,0.333333333
3,2,3,2,4,4,3,2,4,1,,19,2,1,1,2.8,1
2,3,2,1,3,4,2,3,4,0,,23,3,1,3,2.4,0.333333333
2,1,3,1,2,3,2,2,4,1,,42,1,1,1,2.1,1
2,3,3,1,3,1,3,0,4,1,,27,1,2,3,2.1,0.666666667
3,1,3,4,4,3,3,1,2,1,,20,2,4,4,2.5,1
4,3,5,3,4,4,4,3,5,3,,23,1,3,4,3.8,0.75
1,4,4,1,5,4,1,0,1,0,,24,2,3,4,2.1,0.75
2,1,3,0,5,4,1,1,2,1,,36,1,3,5,2,0.6
1,1,4,1,4,3,2,1,2,2,,37,2,1,2,2.1,0.5
2,2,3,2,3,4,2,0,1,1,,57,2,3,4,2,0.75
2,1,3,2,3,2,3,1,3,1,,42,2,2,2,2.1,1
1,0,3,1,4,2,3,1,3,0,,57,2,5,5,1.8,1
2,3,2,0,3,3,1,1,1,2,,23,2,5,5,1.8,1
2,2,2,1,2,0,1,1,3,1,,22,2,1,4,1.5,0.25
1,5,2,2,1,0,1,0,4,0,,23,1,1,2,1.6,0.5
2,1,3,1,2,1,2,0,1,1,,22,1,1,3,1.4,0.333333333
4,0,4,1,2,1,5,1,4,2,,26,2,2,6,2.4,0.333333333
2,3,4,3,3,3,3,2,3,2,,32,2,1,4,2.8,0.25
1,3,4,1,4,3,4,1,1,3,,66,2,3,8,2.5,0.375
3,3,1,2,1,4,1,1,2,0,,22,3,1,2,1.8,0.5
3,2,5,4,4,4,3,3,4,3,,47,2,2,3,3.5,0.666666667
3,1,4,3,5,3,4,1,4,3,,31,2,3,3,3.1,1
3,3,4,3,3,3,3,3,4,1,,14,2,2,2,3,1
4,1,5,2,3,3,4,2,4,3,,51,2,1,4,3.1,0.25
1,1,1,0,1,3,1,0,1,0,,21,1,1,2,0.9,0.5
1,2,4,1,4,2,1,0,1,1,,45,2,2,4,1.7,0.5
4,4,5,3,4,3,4,2,4,3,,13,2,3,3,3.6,1
2,1,3,2,3,1,2,0,2,0,,28,2,1,2,1.6,0.5
3,4,4,1,5,4,2,2,5,2,,55,1,3,8,3.2,0.375
3,3,3,2,3,3,2,2,3,0,,38,2,2,2,2.4,1
4,1,4,0,4,3,4,0,2,0,,19,2,1,2,2.2,0.5
0,2,3,0,3,3,5,0,3,0,,33,2,1,3,1.9,0.333333333
1,0,2,2,4,0,3,0,1,0,,31,2,1,4,1.3,0.25
1,4,2,2,4,4,2,2,3,2,,20,2,4,4,2.6,1
4,4,5,2,5,4,4,3,2,3,,35,2,2,2,3.6,1
3,2,4,2,4,2,3,4,3,1,,20,2,5,5,2.8,1
4,3,3,0,2,3,4,1,3,0,,18,2,1,2,2.3,0.5
1,1,2,1,4,3,1,2,4,1,,35,1,2,2,2,1
1,0,4,1,1,0,3,1,3,1,,58,1,1,2,1.5,0.5
5,4,5,4,5,4,5,2,5,4,,50,2,1,4,4.3,0.25
2,2,5,3,3,3,5,0,2,3,,28,2,1,1,2.8,1
1,2,2,2,1,2,1,0,3,0,,32,1,5,5,1.4,1
3,1,4,2,2,4,1,3,4,1,,32,2,1,2,2.5,0.5
1,1,2,1,1,3,1,1,2,2,,15,2,1,2,1.5,0.5
3,2,3,1,2,2,2,0,1,0,,33,1,4,4,1.6,1
1,1,2,3,2,3,2,3,2,0,,24,2,3,3,1.9,1
1,2,4,0,5,3,1,0,5,4,,18,1,3,3,2.5,1
2,2,3,3,4,4,3,3,3,2,,19,2,1,2,2.9,0.5
1,1,3,0,3,3,2,0,1,1,,34,1,2,2,1.5,1
3,3,3,2,4,3,4,2,4,1,,21,1,1,1,2.9,1
4,4,5,3,4,0,4,1,5,0,,52,1,1,2,3,0.5
5,3,2,3,4,4,2,3,4,2,,16,1,1,3,3.2,0.333333333
3,2,2,1,4,4,4,0,3,4,,34,1,1,1,2.7,1
2,3,2,2,4,3,2,1,2,1,,28,1,2,2,2.2,1
1,2,3,0,3,3,1,0,1,0,,23,1,1,2,1.4,0.5
1,0,3,3,1,4,1,0,1,2,,14,2,1,1,1.6,1
1,2,4,1,3,3,1,0,2,0,,22,1,1,3,1.7,0.333333333
1,2,3,2,2,3,1,1,2,1,,18,0,2,2,1.8,1
2,3,3,3,3,3,2,2,3,1,,20,1,1,2,2.5,0.5
3,3,4,2,4,3,3,1,2,0,,39,2,1,2,2.5,0.5
5,4,4,4,4,4,3,4,5,3,,46,1,1,4,4,0.25
2,2,3,2,2,3,2,1,2,2,,40,2,4,4,2.1,1
2,1,2,1,2,3,4,0,2,0,,37,2,3,3,1.7,1
4,3,5,2,4,2,4,1,4,2,,37,2,2,3,3.1,0.666666667
4,3,2,2,5,2,4,3,2,3,,27,2,1,1,3,1
2,3,3,2,4,2,4,0,3,0,,15,1,1,3,2.3,0.333333333
4,3,4,4,4,4,4,3,4,3,,14,2,1,1,3.7,1
4,1,4,3,5,3,4,3,5,3,,65,2,3,3,3.5,1
4,3,3,1,1,3,2,0,2,0,,29,1,1,2,1.9,0.5
1,0,5,0,1,1,1,0,1,0,,28,2,2,4,1,0.5
3,2,5,3,3,4,3,3,4,4,,26,1,1,2,3.4,0.5
1,3,1,3,4,4,1,3,3,0,,21,1,2,2,2.3,1
1,4,2,0,5,4,1,0,1,2,,25,2,1,4,2,0.25
2,1,1,3,2,3,2,3,4,4,,17,2,2,3,2.5,0.666666667
3,4,3,2,5,3,5,1,3,3,,38,2,2,3,3.2,0.666666667
3,1,3,2,2,2,1,0,4,0,,31,1,1,2,1.8,0.5
4,4,5,3,5,4,5,2,3,4,,32,2,1,2,3.9,0.5
2,4,4,3,4,2,4,3,4,3,,31,2,1,1,3.3,1
4,2,5,1,4,3,5,3,4,3,,19,1,1,1,3.4,1
2,2,4,3,4,3,3,2,3,4,,23,1,1,1,3,1
3,4,4,3,4,4,5,1,3,3,,34,1,1,1,3.4,1
1,1,4,1,3,2,3,0,2,0,,51,2,1,3,1.7,0.333333333
3,1,4,2,4,4,2,0,2,0,,39,1,1,2,2.2,0.5
1,2,3,0,2,0,1,0,1,0,,26,2,3,4,1,0.75
2,2,3,2,1,3,1,1,3,1,,30,3,2,2,1.9,1
1,1,3,2,5,2,5,0,2,0,,30,1,2,3,2.1,0.666666667
2,2,4,2,4,3,4,1,4,1,,24,1,1,2,2.7,0.5
2,0,2,1,2,1,1,2,3,1,,26,1,2,2,1.5,1
1,0,1,0,1,0,1,0,1,0,,24,2,1,3,0.5,0.333333333
4,4,5,4,5,4,4,2,4,4,,27,2,2,2,4,1
3,1,2,0,2,1,2,3,4,0,,22,1,5,7,1.8,0.714285714
5,4,5,2,5,4,5,2,5,3,,24,1,2,2,4,1
1,2,1,5,2,2,1,2,3,2,,34,2,3,3,2.1,1
3,1,2,2,2,2,3,1,2,1,,31,1,2,2,1.9,1
2,1,2,1,3,2,2,1,1,0,,32,2,2,3,1.5,0.666666667
2,3,4,0,2,3,2,1,4,0,,15,2,1,1,2.1,1
2,3,4,2,3,3,2,1,3,1,,38,2,1,2,2.4,0.5
1,1,4,2,4,3,3,1,3,2,,43,2,1,3,2.4,0.333333333
3,2,3,4,3,3,3,3,5,2,,44,2,1,1,3.1,1
2,0,2,1,1,1,1,1,2,1,,23,1,1,7,1.2,0.142857143
2,0,2,1,2,1,2,0,1,1,,30,1,1,2,1.2,0.5
3,2,4,1,3,3,2,0,1,1,,48,2,3,7,2,0.428571429
3,3,3,3,4,4,3,3,4,2,,31,1,2,3,3.2,0.666666667
1,0,1,0,1,1,1,0,2,0,,14,1,2,3,0.7,0.666666667
2,1,3,1,4,4,3,3,5,2,,52,1,1,2,2.8,0.5
2,3,4,3,4,4,4,4,3,4,,29,1,1,2,3.5,0.5
1,2,3,0,2,3,1,0,1,0,,19,2,1,3,1.3,0.333333333
3,4,4,0,5,3,4,2,5,3,,25,2,1,2,3.3,0.5
4,4,5,4,5,4,4,2,5,3,,30,2,2,3,4,0.666666667
2,2,5,3,3,4,2,1,3,1,,40,1,2,2,2.6,1
4,3,4,3,5,4,5,1,2,3,,66,2,1,4,3.4,0.25
4,3,4,3,4,3,4,3,4,3,,21,2,2,3,3.5,0.666666667
3,0,3,1,2,1,1,1,2,0,,47,1,1,3,1.4,0.333333333
3,3,4,3,4,3,4,4,5,2,,18,1,3,3,3.5,1
1,1,3,0,4,1,2,2,3,1,,23,2,1,1,1.8,1
3,1,1,0,2,2,1,0,1,1,,27,1,2,3,1.2,0.666666667
3,1,5,2,5,4,5,2,3,4,,26,2,2,4,3.4,0.5
4,4,4,4,5,3,4,3,4,3,,30,2,2,3,3.8,0.666666667
1,1,1,1,1,4,1,0,1,0,,18,3,1,2,1.1,0.5
2,1,3,1,2,2,2,1,3,3,,38,2,3,4,2,0.75
1,1,1,0,0,3,2,0,1,0,,29,1,1,2,0.9,0.5
1,4,5,0,5,4,5,4,5,4,,37,2,1,3,3.7,0.333333333
3,4,5,1,5,3,5,2,2,1,,22,2,2,3,3.1,0.666666667
3,4,4,3,4,3,2,2,2,3,,58,2,3,4,3,0.75
